Ad Group ID,Ad Group,Status,Keyword,Match Type
199845351267,Chennai Localities,PAUSED,catering services omr,EXACT
199845351267,Chennai Localities,PAUSED,catering velachery,PHRASE
199845351267,Chennai Localities,PAUSED,catering ambattur,PHRASE
199845351267,Chennai Localities,PAUSED,catering porur,PHRASE
199845351267,Chennai Localities,PAUSED,catering omr,PHRASE
199845585347,Pure Veg Catering,PAUSED,veg catering services,PHRASE
199845585347,Pure Veg Catering,PAUSED,pure veg caterers,PHRASE
199845585347,Pure Veg Catering,PAUSED,jain catering services,PHRASE
199845585347,Pure Veg Catering,PAUSED,pure veg catering services,EXACT
199845585347,Pure Veg Catering,PAUSED,pure veg catering,PHRASE
199845585347,Pure Veg Catering,PAUSED,jain catering,EXACT
199845585347,Pure Veg Catering,PAUSED,pure vegetarian catering,EXACT
199845585347,Pure Veg Catering,PAUSED,pure veg catering services near me,EXACT
199845585347,Pure Veg Catering,PAUSED,veg wedding catering,EXACT
199845585347,Pure Veg Catering,PAUSED,pure veg caterers near me,EXACT
199845585347,Pure Veg Catering,PAUSED,pure vegetarian catering near me,EXACT
199845585347,Pure Veg Catering,PAUSED,veg catering near me,PHRASE
199845585347,Pure Veg Catering,PAUSED,pure veg catering,EXACT
199845585347,Pure Veg Catering,PAUSED,veg menu for function,EXACT
199845585347,Pure Veg Catering,PAUSED,satvik food catering,EXACT
199845585347,Pure Veg Catering,PAUSED,pure veg party food near me,EXACT
199845585347,Pure Veg Catering,PAUSED,veg catering for party,EXACT
